direk,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Scott Elliott,6.4,1,6.4,5313.5,10121.5,7717.5,8392.0
Brian Stillman,6.4,1,6.4,5313.5,10121.5,7717.5,8392.0
Herbert Blaché,6.4,1,6.4,5313.5,10121.5,7717.5,8392.0
Franck Ribière,6.4,1,6.4,5313.5,10121.5,7717.5,8392.0
Matías Lira,6.4,1,6.4,5313.5,10121.5,7717.5,8392.0
Bill Corcoran,4.422222222222222,9,39.8,14225.0,1227.0,7726.0,8509.0
Sam Taylor,4.411111111111111,9,39.7,14228.0,1232.0,7730.0,8510.0
Ishai Setton,5.233333333333333,3,15.700000000000001,11651.5,3828.5,7740.0,8512.0
Ethan Hawke,5.233333333333333,3,15.700000000000001,11651.5,3828.5,7740.0,8512.0
Eric Steven Stahl,5.233333333333333,3,15.700000000000001,11651.5,3828.5,7740.0,8512.0
Jeffrey W. Byrd,5.233333333333333,3,15.7,11651.5,3837.5,7744.5,8516.0
Tony Mitchell,5.233333333333333,3,15.7,11651.5,3837.5,7744.5,8516.0
Urszula Antoniak,5.233333333333333,3,15.7,11651.5,3837.5,7744.5,8516.0
Nelson McCormick,5.233333333333333,3,15.7,11651.5,3837.5,7744.5,8516.0
Emmett Alston,5.233333333333333,3,15.7,11651.5,3837.5,7744.5,8516.0
Robert Z. Leonard,3.8481481481481477,27,103.89999999999999,15263.0,247.0,7755.0,8519.0
Mimi Leder,4.88,5,24.4,13187.5,2331.0,7759.25,8521.0
Michael Drumm,4.88,5,24.4,13187.5,2331.0,7759.25,8521.0
Tony Randel,4.88,5,24.4,13187.5,2331.0,7759.25,8521.0
Ferdinando Baldi,4.233333333333333,12,50.8,14635.0,885.0,7760.0,8523.0
Romano Scavolini,5.0,4,20.0,12615.0,2921.0,7768.0,8525.0
Jake Kennedy,5.0,4,20.0,12615.0,2921.0,7768.0,8525.0
Joey Figueroa,5.0,4,20.0,12615.0,2921.0,7768.0,8525.0
Robert Hartford-Davis,4.86,5,24.3,13207.0,2335.0,7771.0,8527.0
Cirio H. Santiago,4.1,14,57.4,14800.5,745.0,7772.75,8528.0
Jeffery Scott Lando,4.84,5,24.2,13241.5,2344.0,7792.75,8529.5
Zdravko Šotra,4.84,5,24.2,13241.5,2344.0,7792.75,8529.5
John Gulager,4.839999999999999,5,24.199999999999996,13243.0,2347.0,7795.0,8531.0
Phil Rosen,4.388888888888889,9,39.5,14362.0,1239.0,7800.5,8532.0
Christopher Menaul,4.377777777777777,9,39.4,14367.0,1243.5,7805.25,8533.0
Aaron Katz,4.82,5,24.1,13262.0,2352.5,7807.25,8534.0
James Head,5.2,3,15.600000000000001,11779.0,3847.0,7813.0,8536.0
Michael Laughlin,5.2,3,15.600000000000001,11779.0,3847.0,7813.0,8536.0
Robert Kurtzman,5.2,3,15.600000000000001,11779.0,3847.0,7813.0,8536.0
Thomas Schlamme,5.2,3,15.6,11779.0,3856.5,7817.75,8540.5
David Sington,5.2,3,15.6,11779.0,3856.5,7817.75,8540.5
Wendy Jo Carlton,5.2,3,15.6,11779.0,3856.5,7817.75,8540.5
Daniel Roby,5.2,3,15.6,11779.0,3856.5,7817.75,8540.5
Monika Mitchell,5.2,3,15.6,11779.0,3856.5,7817.75,8540.5
Stephen Low,5.2,3,15.6,11779.0,3856.5,7817.75,8540.5
Lee Sholem,4.5285714285714285,7,31.7,13958.5,1689.5,7824.0,8544.5
Peter R. Hunt,4.5285714285714285,7,31.7,13958.5,1689.5,7824.0,8544.5
Frank Tuttle,4.344444444444445,9,39.1,14395.0,1259.5,7827.25,8546.0
Fred Olen Ray,3.9166666666666665,18,70.5,15157.0,503.5,7830.25,8547.0
Pete Jones,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Rajat Kapoor,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Donald Shebib,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Irvin S. Yeaworth Jr.,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Jed Weintrob,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Caradog W. James,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Pedro Amorim,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Howard E. Baker,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Patrick Stettner,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Rocco Papaleo,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Chris Sun,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Morgan O'Neill,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Valérie Lemercier,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Luc Dionne,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Billy Kent,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Rob Schmidt,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
DJ Pooh,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Emily Hagins,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Michael Tolkin,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Frank LaLoggia,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
No Deok,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Hans Canosa,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Reinout Oerlemans,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Marc Fitoussi,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Cristina Comencini,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Aziz Mirza,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Ami Canaan Mann,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Marcello Cesena,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Paul Hyett,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Pierre-François Martin-Laval,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Tjebbo Penning,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Matthias Hoene,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Compton Bennett,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Chris Gerolmo,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Juan Pablo Rebella,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
William Eubank,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Madonna,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Evgeniy Shelyakin,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Adam Salky,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Asger Leth,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
George Casey,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Gregory Wilson,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
J.C. Calciano,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Aleksandr Mitta,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Helena Taberna,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Rosemary Rodriguez,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Holly Goldberg Sloan,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Bruce Campbell,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Lev Atamanov,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Lyman Dayton,5.6,2,11.2,9991.0,5673.0,7832.0,8572.5
Marino Girolami,4.4375,8,35.5,14214.0,1460.5,7837.25,8598.0
Tibor Takács,4.124999999999999,12,49.49999999999999,14763.0,927.0,7845.0,8599.0
Thom Fitzgerald,4.6499999999999995,6,27.9,13739.5,1964.0,7851.75,8600.0
John D. Hancock,4.633333333333334,6,27.8,13747.5,1968.0,7857.75,8601.0
John R. Cherry III,4.290000000000001,10,42.900000000000006,14595.0,1124.0,7859.5,8602.0
Peter Masterson,4.616666666666667,6,27.700000000000003,13761.0,1973.5,7867.25,8603.0
Robert Duvall,5.199999999999999,3,15.599999999999998,11882.0,3864.0,7873.0,8604.0
W.D. Hogan,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Gerald Mayer,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Juan López Moctezuma,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Doug Lefler,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Vadim Shmelyov,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Arild Fröhlich,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Robert Radler,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Shane Abbess,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Peter Lindholm,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Robert Allan Ackerman,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
John Terlesky,5.166666666666667,3,15.5,11908.5,3874.5,7891.5,8610.0
Michael Feifer,3.8444444444444437,18,69.19999999999999,15264.0,525.5,7894.75,8616.0
Amariah Olson,5.133333333333334,3,15.4,11970.0,3887.0,7928.5,8617.0
Scott Spiegel,5.133333333333333,3,15.399999999999999,11973.5,3892.5,7933.0,8619.5
Willard Huyck,5.133333333333333,3,15.399999999999999,11973.5,3892.5,7933.0,8619.5
Stephen Reynolds,5.133333333333333,3,15.399999999999999,11973.5,3892.5,7933.0,8619.5
Patrik Syversen,5.133333333333333,3,15.399999999999999,11973.5,3892.5,7933.0,8619.5
Mike Elliott,4.9750000000000005,4,19.900000000000002,12937.0,2930.5,7933.75,8622.0
Harry Bromley Davenport,4.779999999999999,5,23.9,13498.5,2372.0,7935.25,8623.5
Nancy Savoca,4.779999999999999,5,23.9,13498.5,2372.0,7935.25,8623.5
John G. Blystone,4.975,4,19.9,12940.5,2944.0,7942.25,8627.0
Kira Muratova,4.975,4,19.9,12940.5,2944.0,7942.25,8627.0
Joseph Anthony,4.975,4,19.9,12940.5,2944.0,7942.25,8627.0
David Raynr,4.975,4,19.9,12940.5,2944.0,7942.25,8627.0
Heywood Gould,4.975,4,19.9,12940.5,2944.0,7942.25,8627.0
Hans Herbots,4.76,5,23.8,13515.5,2380.5,7948.0,8630.5
Claudio Fäh,4.76,5,23.8,13515.5,2380.5,7948.0,8630.5
Aleksandr Voytinskiy,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Bryan Bertino,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Ted Wilde,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Richard W. Munchkin,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Lance Rivera,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Austin Chick,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Kjell Grede,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Tony Palmer,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Hilary Brougher,5.1000000000000005,3,15.3,11994.0,3905.5,7949.75,8636.0
Brian Clyde,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Kresten Vestbjerg Andersen,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Anders Morgenthaler,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Vernon Sewell,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Cheech Marin,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Dan Mazer,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Rob Letterman,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Reginald Harkema,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Pascale Ferran,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Александр Зельдович,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Jae-yeon Yun,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Ron Krauss,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Jesse Baget,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Phil Traill,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Tony Jaa,5.550000000000001,2,11.100000000000001,10194.0,5707.5,7950.75,8648.0
Susan Seidelman,4.266666666666667,9,38.4,14602.0,1303.0,7952.5,8656.0
Harry Winer,4.566666666666666,6,27.4,13914.0,2000.0,7957.0,8657.5
Anthony C. Ferrante,4.566666666666666,6,27.4,13914.0,2000.0,7957.0,8657.5
Charles Jarrott,4.045454545454546,11,44.5,14856.0,1059.0,7957.5,8659.0
Sheldon Wilson,4.3125,8,34.5,14412.0,1516.0,7964.0,8660.0
Griff Furst,4.129999999999999,10,41.29999999999999,14762.0,1171.0,7966.5,8661.0
David Hemmings,4.95,4,19.8,12970.0,2965.5,7967.75,8663.0
Chuck Workman,4.95,4,19.8,12970.0,2965.5,7967.75,8663.0
Peter Svatek,4.95,4,19.8,12970.0,2965.5,7967.75,8663.0
Sarik Andreasyan,4.2444444444444445,9,38.2,14627.0,1309.5,7968.25,8665.0
William Tannen,4.74,5,23.700000000000003,13546.0,2392.0,7969.0,8666.0
Leslie Megahey,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
F. Javier Gutiérrez,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Timothy Armstrong,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Rose Bosch,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
László Kardos,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
John A. Davis,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Newt Arnold,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Paris Leonti,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Yurek Bogayevicz,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Stephen Belber,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Jon Watts,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Bill Karn,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Jacob Cheung Chi-Leung,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Anthony D'Souza,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Daniel Taplitz,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Tom Moore,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Marty Feldman,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Frédéric Beigbeder,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Billy Bitzer,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Pinchas Perry,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Ian SBF,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
John Cornell,5.55,2,11.1,10219.0,5729.5,7974.25,8677.5
Daniel Lind Lagerlöf,4.428571428571429,7,31.0,14222.0,1733.0,7977.5,8689.0
Bill Bennett,4.720000000000001,5,23.6,13560.0,2403.0,7981.5,8691.5
Lowell Sherman,4.720000000000001,5,23.6,13560.0,2403.0,7981.5,8691.5
Marcello Fondato,4.720000000000001,5,23.6,13560.0,2403.0,7981.5,8691.5
Martyn Burke,4.720000000000001,5,23.6,13560.0,2403.0,7981.5,8691.5
Petra Epperlein,4.925,4,19.7,12998.0,2987.5,7992.75,8695.0
Todd Verow,4.925,4,19.7,12998.0,2987.5,7992.75,8695.0
Amos Kollek,4.925,4,19.7,12998.0,2987.5,7992.75,8695.0
Fred F. Sears,3.835714285714286,14,53.7,15267.5,812.5,8040.0,8697.5
Edward Buzzell,3.835714285714286,14,53.7,15267.5,812.5,8040.0,8697.5
Dick Clement,4.9,4,19.6,13089.0,3005.5,8047.25,8700.0
Suri Krishnamma,4.9,4,19.6,13089.0,3005.5,8047.25,8700.0
Georgi Yungvald-Khilkevich,4.9,4,19.6,13089.0,3005.5,8047.25,8700.0
George McCowan,4.371428571428572,7,30.6,14370.0,1758.5,8064.25,8702.5
Rafal Zielinski,4.275,8,34.2,14599.0,1529.5,8064.25,8702.5
Robert Butler,4.122222222222222,9,37.099999999999994,14764.0,1366.0,8065.0,8704.0
Bryan Spicer,5.066666666666667,3,15.200000000000001,12227.0,3918.0,8072.5,8705.0
Tadeusz Konwicki,4.66,5,23.3,13715.5,2444.5,8080.0,8706.5
Alfred Santell,4.66,5,23.3,13715.5,2444.5,8080.0,8706.5
Chris Sivertson,5.066666666666666,3,15.2,12230.5,3930.0,8080.25,8710.0
David A. Prior,5.066666666666666,3,15.2,12230.5,3930.0,8080.25,8710.0
Chester Erskine,5.066666666666666,3,15.2,12230.5,3930.0,8080.25,8710.0
Maclain Nelson,5.066666666666666,3,15.2,12230.5,3930.0,8080.25,8710.0
Filipp Yankovsky,5.066666666666666,3,15.2,12230.5,3930.0,8080.25,8710.0
Wesley Ruggles,3.823076923076923,13,49.699999999999996,15279.0,921.0,8100.0,8713.0
Ellory Elkayem,4.64,5,23.2,13744.5,2459.0,8101.75,8714.5
William Malone,4.64,5,23.2,13744.5,2459.0,8101.75,8714.5
Bruno Mattei,3.7571428571428576,14,52.60000000000001,15371.0,838.0,8104.5,8716.0
Edward L. Cahn,4.0888888888888895,9,36.800000000000004,14834.0,1382.0,8108.0,8717.0
Craig Moss,4.2124999999999995,8,33.699999999999996,14648.0,1568.5,8108.25,8718.0
Ken Ghosh,5.033333333333334,3,15.100000000000001,12275.0,3943.0,8109.0,8719.5
Michael Tiddes,5.033333333333334,3,15.100000000000001,12275.0,3943.0,8109.0,8719.5
Tim Matheson,4.875,4,19.5,13192.5,3027.0,8109.75,8723.0
Po-Chih Leong,4.875,4,19.5,13192.5,3027.0,8109.75,8723.0
Antonio Pietrangeli,4.875,4,19.5,13192.5,3027.0,8109.75,8723.0
Stuart Walker,4.875,4,19.5,13192.5,3027.0,8109.75,8723.0
Ryan Murphy,4.875,4,19.5,13192.5,3027.0,8109.75,8723.0
Rachel Talalay,4.62,5,23.1,13758.5,2466.5,8112.5,8726.5
Udayan Prasad,4.62,5,23.1,13758.5,2466.5,8112.5,8726.5
Adam Mason,4.619999999999999,5,23.099999999999998,13760.0,2470.0,8115.0,8731.0
Pavel Sanaev,5.033333333333333,3,15.1,12279.5,3950.5,8115.0,8731.0
Stewart Wade,5.033333333333333,3,15.1,12279.5,3950.5,8115.0,8731.0
Jon Hewitt,5.033333333333333,3,15.1,12279.5,3950.5,8115.0,8731.0
Norman J. Warren,5.033333333333333,3,15.1,12279.5,3950.5,8115.0,8731.0
Peter Mettler,5.033333333333333,3,15.1,12279.5,3950.5,8115.0,8731.0
David Jacobson,5.033333333333333,3,15.1,12279.5,3950.5,8115.0,8731.0
Harvey Glazer,5.033333333333332,3,15.099999999999998,12283.0,3957.0,8120.0,8735.0
Rolfe Kanefsky,4.466666666666667,6,26.8,14193.5,2048.5,8121.0,8736.5
Arthur Dreifuss,4.466666666666667,6,26.8,14193.5,2048.5,8121.0,8736.5
Elliott Nugent,3.891666666666667,12,46.7,15242.0,1003.5,8122.75,8738.0
Michele Massimo Tarantini,4.45,6,26.7,14204.5,2060.0,8132.25,8739.0
Dorothy Arzner,4.044444444444444,9,36.4,14857.0,1409.5,8133.25,8740.0
Renato Polselli,4.85,4,19.4,13224.5,3051.0,8137.75,8743.0
James Kent,4.85,4,19.4,13224.5,3051.0,8137.75,8743.0
Stevan Riley,4.85,4,19.4,13224.5,3051.0,8137.75,8743.0
William C. McGann,4.85,4,19.4,13224.5,3051.0,8137.75,8743.0
Enrico Oldoini,4.85,4,19.4,13224.5,3051.0,8137.75,8743.0
Terry Ingram,4.033333333333333,9,36.3,14861.0,1418.0,8139.5,8746.0
Lawrence Bassoff,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Terence Hill,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Mark Tonderai,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Howard Franklin,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Brad J. Silverman,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Yoshihiro Nishimura,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Josh Trank,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Nello Rossati,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Jim Finn,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Ladislao Vajda,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Elie Wajeman,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Glen Pitre,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Åke Lindman,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
C. Jay Cox,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Robert Scheerer,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Michael Di Jiacomo,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Wojciech Marczewski,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
William Richert,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Patrick Leung,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Peter Del Monte,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Vincent Kok,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Jeff Franklin,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Robert Jan Westdijk,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Barnaby Thompson,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Peter Billingsley,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Hanna Sköld,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Eric Brevig,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Alfred Vohrer,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Jack Bernhard,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Jonathan Wacks,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Vishal Pandya,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
John Emerson,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Shinji Sômai,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Camille Delamarre,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Russ Parr,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Bill Eagles,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
James V. Kern,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Nicolas Saada,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Marc Caro,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Kim Tae-kyung,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Jeremy Lovering,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Geoff Marslett,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Mike Marvin,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Jeffrey Reiner,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Nicolas Cuche,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Tenney Fairchild,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
David Morris,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Matthew Longfellow,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Chadd Harbold,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Keren Yedaya,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Joe Brewster,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Ben Hickernell,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Andrew Stevens,4.433333333333334,6,26.6,14217.0,2066.5,8141.75,8778.5
Koltai Róbert,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Oren Kaplan,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Crane Wilbur,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Bryan Buckley,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Philip J. Cook,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Evald Schorm,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Daniel Waters,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Gustavo Graef-Marino,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Bastian Günther,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Paula Hernández,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Géraldine Nakache,5.5,2,11.0,10506.5,5777.0,8141.75,8778.5
Károly Makk,4.416666666666667,6,26.5,14227.0,2078.0,8152.5,8811.0
Rowland V. Lee,4.1875,8,33.5,14731.0,1576.0,8153.5,8813.0
Carlo Vanzina,4.1875,8,33.5,14731.0,1576.0,8153.5,8813.0
James Bridges,4.1875,8,33.5,14731.0,1576.0,8153.5,8813.0
Dan Wolman,4.6,5,23.0,13834.5,2478.0,8156.25,8815.5
Jari Halonen,4.6,5,23.0,13834.5,2478.0,8156.25,8815.5
Ilya Averbakh,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Jon Fauer,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Ernst Gossner,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Anthony Lucero,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Jacques Rozier,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Anne Heche,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Habib Louati,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Hark Joon Lee,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Hanelle M. Culpepper,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Paulo Rocha,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Rene Daalder,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Sasha Knezev,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Masahiro Kobayashi,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Phelim McAleer,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Ha Jung-woo,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Gunasekhar,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Chris W. Mitchell,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Daniel Ray,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Asako Hyuga,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Yolande Zauberman,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Andy Landen,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Chris Bouchard,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Daming Chen,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Bill Brame,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Chiang Chin-Lin,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Clovis Cornillac,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Mark Krenzien,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
Martial Fougeron,6.3,1,6.3,5910.5,10415.5,8163.0,8981.0
