actor2,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Anthony Pedley,10.0,1,10.0,33.0,5709.0,2871.0,475.5
Roy Hudd,10.0,1,10.0,33.0,5709.0,2871.0,475.5
Mitchell Jarvis,10.0,1,10.0,33.0,5709.0,2871.0,475.5
Charles Martin Garcia,10.0,1,10.0,33.0,5709.0,2871.0,475.5
Nancy Clarkson,10.0,1,10.0,33.0,5709.0,2871.0,475.5
Martin Freeman,6.728571428571429,7,47.1,5166.0,634.5,2900.25,508.0
Tom Colicchio,6.9,4,27.6,4243.0,1576.5,2909.75,509.0
Meryl Streep,6.612500000000001,16,105.80000000000001,5789.0,53.0,2921.0,510.0
George Cole,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Paolo Stoppa,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Nimrat Kaur,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Anna Dymna,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Vuk Kostić,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Hans Alfredson,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Yoo Seung-Ho,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Vivien Leigh,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Won Bin,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Lu Yi-Ching,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Sheetal Sheth,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Peter Plaugborg,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Zach Braff,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Maria Schneider,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Riina Hein,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Anne Wiazemsky,7.3,2,14.6,2341.0,3527.0,2934.0,518.5
Lee Remick,6.6461538461538465,13,86.4,5748.0,125.5,2936.75,527.0
Yehia Chahine,9.8,1,9.8,66.0,5809.5,2937.75,528.0
Albert Finney,6.783333333333334,6,40.7,5056.5,841.5,2949.0,529.5
Jack Hawkins,6.783333333333334,6,40.7,5056.5,841.5,2949.0,529.5
Don Cheadle,6.766666666666667,6,40.6,5077.0,846.0,2961.5,531.5
Chico Marx,6.766666666666667,6,40.6,5077.0,846.0,2961.5,531.5
Kristen Hagen,9.6,1,9.6,68.0,5867.0,2967.5,533.0
Robb Wells,6.750000000000001,6,40.50000000000001,5089.0,848.0,2968.5,534.0
Ryo Kase,6.8,5,34.0,4804.0,1135.0,2969.5,536.0
Patrick Dewaere,6.8,5,34.0,4804.0,1135.0,2969.5,536.0
Béatrice Dalle,6.8,5,34.0,4804.0,1135.0,2969.5,536.0
Al Pacino,6.68,10,66.8,5676.0,280.0,2978.0,538.0
Tony Curtis,6.608333333333334,12,79.30000000000001,5792.0,169.0,2980.5,539.0
Jerry Lewis,6.608333333333333,12,79.3,5793.0,170.5,2981.75,540.0
Mel Blanc,6.669999999999999,10,66.69999999999999,5682.0,282.0,2982.0,541.0
Tchéky Karyo,6.75,6,40.5,5114.5,850.5,2982.5,542.5
Mathieu Kassovitz,6.75,6,40.5,5114.5,850.5,2982.5,542.5
Takahiro Sakurai,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Wayne Allwine,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Giancarlo Giannini,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Art Carney,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Divine,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Ivan Yankovskiy,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Burghart Klaußner,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Go Soo,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Katey Sagal,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Jim Gaffigan,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
George MacKay,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Dimple Kapadia,7.0,3,21.0,3663.0,2305.5,2984.25,549.5
Rachel Weisz,6.636363636363637,11,73.0,5753.0,219.0,2986.0,556.0
Francesco Cusimano,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Adam Shapiro,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Julie Garfield,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Tommy Abuel,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Frankie Banali,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Glenn Durfort,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Steve Allen,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Clive Bates,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Isiah Thomas,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Ann Eleonora Jørgensen,9.5,1,9.5,75.5,5897.5,2986.5,563.0
David Attenborough,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Ray Archuleta,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Herb Brooks,9.5,1,9.5,75.5,5897.5,2986.5,563.0
Dana Andrews,6.733333333333333,6,40.4,5156.5,856.0,3006.25,571.0
Jobyna Ralston,6.733333333333333,6,40.4,5156.5,856.0,3006.25,571.0
Lee Sun-kyun,6.733333333333333,6,40.4,5156.5,856.0,3006.25,571.0
Zabou Breitman,6.8999999999999995,4,27.599999999999998,4438.0,1582.0,3010.0,574.5
Gong Yoo,6.8999999999999995,4,27.599999999999998,4438.0,1582.0,3010.0,574.5
Adam Horovitz,6.8999999999999995,4,27.599999999999998,4438.0,1582.0,3010.0,574.5
Julie Hagerty,6.8999999999999995,4,27.599999999999998,4438.0,1582.0,3010.0,574.5
Paul Dano,6.875,4,27.5,4451.0,1589.0,3020.0,579.0
Sally Hawkins,6.875,4,27.5,4451.0,1589.0,3020.0,579.0
Simran,6.875,4,27.5,4451.0,1589.0,3020.0,579.0
Maribel Verdú,6.875,4,27.5,4451.0,1589.0,3020.0,579.0
Dave Chappelle,6.875,4,27.5,4451.0,1589.0,3020.0,579.0
Bulle Ogier,6.716666666666666,6,40.3,5181.0,860.5,3020.75,582.0
Joel Courtney,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Caron Gardner,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Richie McCaw,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Marcel Challaye,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Lajos Kovács,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Rachel Barrer,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Vanessa Halby,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Kuranosuke Sasaki,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Rebecca Gomperts,9.3,1,9.3,87.0,5959.0,3023.0,587.0
Anna Karina,6.7,7,46.9,5418.0,638.5,3028.25,592.0
Frances McDormand,6.63,10,66.3,5772.0,286.5,3029.25,593.0
Edward Fox,6.8500000000000005,4,27.400000000000002,4475.0,1593.0,3034.0,594.5
Simon Yam,6.62,10,66.2,5780.0,288.0,3034.0,594.5
William Maier,9.2,1,9.2,93.5,5985.5,3039.5,596.5
Daniel Audetto,9.2,1,9.2,93.5,5985.5,3039.5,596.5
Vittorio Gassman,6.609999999999999,10,66.1,5791.0,291.0,3041.0,598.0
Manuela de Freitas,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Maly Delschaft,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Slobodan Aligrudić,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
George Martin,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
George H. W. Bush,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Allan Jones,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Tyler Hoechlin,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Guinevere Turner,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Domhnall Gleeson,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Laura Verlinden,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Leonard Pietraszak,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Demet Evgar,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Rosemary Dexter,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Elizabeth Montgomery,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Kjersti Holmen,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Richard Briers,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Vladimir Konkin,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Giulietta Masina,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Kasumi Arimura,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Blandine Lenoir,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Mazhar Alanson,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Ryunosuke Kamiki,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Arkadiusz Jakubik,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Wai Pak,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Valerie von Martens,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Hiroshi Kawaguchi,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Kurt Cobain,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Paul Williams,7.25,2,14.5,2554.0,3556.5,3055.25,612.5
Sam Rockwell,6.644444444444445,9,59.800000000000004,5749.0,375.0,3062.0,627.0
Ben Mendelsohn,6.825000000000001,4,27.300000000000004,4530.0,1595.0,3062.5,628.0
Tom Wilkinson,6.644444444444444,9,59.8,5750.0,376.0,3063.0,629.0
Chris O'Dowd,6.825,4,27.3,4531.5,1597.5,3064.5,630.5
Gino Cervi,6.825,4,27.3,4531.5,1597.5,3064.5,630.5
Toshirō Mifune,6.824999999999999,4,27.299999999999997,4533.5,1600.0,3066.75,632.0
Tim Allen,6.633333333333333,9,59.699999999999996,5763.5,378.5,3071.0,633.0
Tony Booth,6.800000000000001,4,27.200000000000003,4549.0,1602.0,3075.5,634.0
Marlene Dietrich,6.611111111111112,9,59.50000000000001,5790.0,382.0,3086.0,635.0
Nick Groff,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Herbert Bötticher,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Danièle Huillet,9.0,1,9.0,125.5,6058.5,3092.0,665.5
John Frazier,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Henry Bumstead,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Anna Drijver,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Tonko Bossen,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Bobbito Garcia,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Joren Seldeslachts,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Labros Konstadaras,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Gang Chen,9.0,1,9.0,125.5,6058.5,3092.0,665.5
The Lizard,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Svetlana Antonova,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Rahul Bose,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Lembit Peterson,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Perry Dizon,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Jake Norvell,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Eduard Nazarov,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Adam LeFevre,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Isarco Ravaioli,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Kurt Wagner,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Natalya Seleznyova,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Robert DiPatri,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Clint Catalist,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Filip Hammar,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Marc Antolin,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Wiley Wiggins,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Nargis,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Aleksandr Medvedkin,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Sean Tataryn,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Osmar Prado,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Reidar Sørensen,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Wallison Felipe Leal Barroso,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Tashi Drolma,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Till Lindemann,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Zoe Laskari,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Kostas Voutsas,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Wiktor Zborowski,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Paul Biensfeldt,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Wynne Gibson,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Levon Haftvan,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Troy Bernier,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Bob Cowsill,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Eiji Maruyama,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Hunt Block,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Adam Arnold,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Evelin Võigemast,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Curtiss Cook Jr.,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Yordanka Stefanova,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Brigitte Helm,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Efi Roditi,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Bassirou Ballde,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Irakli Kvirikadze,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Karen Abercrombie,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Gregg Allman,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Dock P. Ellis Jr.,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Manuel Badàs,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Witold Bereś,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Müjde Ar,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Andrea Anders,9.0,1,9.0,125.5,6058.5,3092.0,665.5
Marsha Mason,6.779999999999999,5,33.9,5060.0,1142.5,3101.25,698.0
Donald O'Connor,6.779999999999999,5,33.9,5060.0,1142.5,3101.25,698.0
Nawazuddin Siddiqui,6.779999999999999,5,33.9,5060.0,1142.5,3101.25,698.0
Alison Sweeney,6.779999999999999,5,33.9,5060.0,1142.5,3101.25,698.0
George C. Scott,6.779999999999999,5,33.9,5060.0,1142.5,3101.25,698.0
Moritz Bleibtreu,6.65,8,53.2,5719.0,489.5,3104.25,701.5
Samantha Morton,6.65,8,53.2,5719.0,489.5,3104.25,701.5
Kari Väänänen,6.76,5,33.8,5085.5,1150.5,3118.0,703.5
Kou Shibasaki,6.76,5,33.8,5085.5,1150.5,3118.0,703.5
Hwang Jung-min,6.6499999999999995,8,53.199999999999996,5745.5,492.0,3118.75,705.0
Alistair Brammer,8.9,1,8.9,159.0,6113.0,3136.0,708.0
Brian Deacon,8.9,1,8.9,159.0,6113.0,3136.0,708.0
Carl Lewis,8.9,1,8.9,159.0,6113.0,3136.0,708.0
David Foster,8.9,1,8.9,159.0,6113.0,3136.0,708.0
Yui Horie,8.9,1,8.9,159.0,6113.0,3136.0,708.0
Claude Brasseur,6.74,5,33.7,5144.5,1156.5,3150.5,712.5
Anouk Aimée,6.74,5,33.7,5144.5,1156.5,3150.5,712.5
Evgeny Mironov,6.74,5,33.7,5144.5,1156.5,3150.5,712.5
Jon Favreau,6.74,5,33.7,5144.5,1156.5,3150.5,712.5
Preben Mahrt,8.8,1,8.8,167.0,6135.5,3151.25,719.5
George Tiller,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Rami Doueiri,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Fiona Maclaine,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Alan Stivelman,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Jean-Michel Frodon,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Rita Durão,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Barry Robins,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Xavier de Rosnay,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Jason M. Fitzpatrick,8.8,1,8.8,167.0,6135.5,3151.25,719.5
Ivica Vidović,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Wang Xue-qi,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Billie Dove,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Wendy Hiller,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Jack Albertson,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Concha Velasco,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Park Hae-il,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Ovanes Torosian,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Radhika Apte,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Yuen Siu-Tin,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Alia Bhatt,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Owen Hart,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
David Hyde Pierce,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Ruth Sheen,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Yoo Ji-tae,6.685714285714285,7,46.8,5671.0,641.0,3156.0,732.5
Warren Buffett,7.2,2,14.4,2725.5,3586.5,3156.0,732.5
Paul Newman,6.671428571428572,7,46.7,5680.0,642.0,3161.0,741.0
Mick Jagger,6.671428571428571,7,46.699999999999996,5681.0,643.5,3162.25,742.0
Esther Williams,6.966666666666666,3,20.9,4019.0,2319.5,3169.25,744.5
Jack Kao Kuo-Hsin,6.966666666666666,3,20.9,4019.0,2319.5,3169.25,744.5
Rob Brown,6.966666666666666,3,20.9,4019.0,2319.5,3169.25,744.5
Chen Bolin,6.966666666666666,3,20.9,4019.0,2319.5,3169.25,744.5
Brian Posehn,6.720000000000001,5,33.6,5178.0,1162.5,3170.25,747.5
Florian Lukas,6.720000000000001,5,33.6,5178.0,1162.5,3170.25,747.5
Johannes Grenzfurthner,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Trevor Laird,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Akash Thosar,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Justin Roiland,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Josip Broz Tito,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Patrizio Girardi,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Inga Jankauskaitė,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Eitarô Ozawa,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Daniel Valenzuela,8.7,1,8.7,184.0,6158.5,3171.25,757.0
The Barbarians,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Andrew Ackerman,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Anatole Taubman,8.7,1,8.7,184.0,6158.5,3171.25,757.0
Lara Rain,8.7,1,8.7,184.0,6158.5,3171.25,757.0
